unit,sex,age,region,year,value
YR,M,Y77,PT,1971,5.8
YR,M,Y78,PT,1971,5.5
YR,M,Y79,PT,1971,5.2
YR,M,Y8,PT,1971,60.5
YR,M,Y80,PT,1971,4.9
YR,M,Y81,PT,1971,4.6
YR,M,Y82,PT,1971,4.3
YR,M,Y83,PT,1971,4.2
YR,M,Y84,PT,1971,4.0
YR,M,Y9,PT,1971,59.6
YR,M,Y_GE85,PT,1971,3.9
YR,M,Y_LT1,PT,1971,63.1
YR,T,Y1,PT,1971,69.4
YR,T,Y10,PT,1971,61.6
YR,T,Y11,PT,1971,60.7
YR,T,Y12,PT,1971,59.7
YR,T,Y13,PT,1971,58.8
YR,T,Y14,PT,1971,57.8
YR,T,Y15,PT,1971,56.8
YR,T,Y16,PT,1971,55.9
YR,T,Y17,PT,1971,54.9
YR,T,Y18,PT,1971,54.0
YR,T,Y19,PT,1971,53.0
YR,T,Y2,PT,1971,68.9
YR,T,Y20,PT,1971,52.1
YR,T,Y21,PT,1971,51.2
YR,T,Y22,PT,1971,50.2
YR,T,Y23,PT,1971,49.3
YR,T,Y24,PT,1971,48.3
YR,T,Y25,PT,1971,47.4
YR,T,Y26,PT,1971,46.5
YR,T,Y27,PT,1971,45.5
YR,T,Y28,PT,1971,44.6
YR,T,Y29,PT,1971,43.7
YR,T,Y3,PT,1971,68.1
YR,T,Y30,PT,1971,42.7
YR,T,Y31,PT,1971,41.8
YR,T,Y32,PT,1971,40.8
YR,T,Y33,PT,1971,39.9
YR,T,Y34,PT,1971,39.0
YR,T,Y35,PT,1971,38.1
YR,T,Y36,PT,1971,37.2
YR,T,Y37,PT,1971,36.2
YR,T,Y38,PT,1971,35.3
YR,T,Y39,PT,1971,34.4
YR,T,Y4,PT,1971,67.3
YR,T,Y40,PT,1971,33.5
YR,T,Y41,PT,1971,32.6
YR,T,Y42,PT,1971,31.7
YR,T,Y43,PT,1971,30.8
YR,T,Y44,PT,1971,30.0
YR,T,Y45,PT,1971,29.1
YR,T,Y46,PT,1971,28.2
YR,T,Y47,PT,1971,27.3
YR,T,Y48,PT,1971,26.5
YR,T,Y49,PT,1971,25.6
YR,T,Y5,PT,1971,66.4
YR,T,Y50,PT,1971,24.8
YR,T,Y51,PT,1971,23.9
YR,T,Y52,PT,1971,23.1
YR,T,Y53,PT,1971,22.3
YR,T,Y54,PT,1971,21.5
YR,T,Y55,PT,1971,20.6
YR,T,Y56,PT,1971,19.8
YR,T,Y57,PT,1971,19.0
YR,T,Y58,PT,1971,18.3
YR,T,Y59,PT,1971,17.5
YR,T,Y6,PT,1971,65.4
YR,T,Y60,PT,1971,16.7
YR,T,Y61,PT,1971,16.0
YR,T,Y62,PT,1971,15.2
YR,T,Y63,PT,1971,14.5
YR,T,Y64,PT,1971,13.8
YR,T,Y65,PT,1971,13.1
YR,T,Y66,PT,1971,12.5
YR,T,Y67,PT,1971,11.8
YR,T,Y68,PT,1971,11.1
YR,T,Y69,PT,1971,10.5
YR,T,Y7,PT,1971,64.5
YR,T,Y70,PT,1971,9.9
YR,T,Y71,PT,1971,9.3
YR,T,Y72,PT,1971,8.7
YR,T,Y73,PT,1971,8.2
YR,T,Y74,PT,1971,7.7
YR,T,Y75,PT,1971,7.3
YR,T,Y76,PT,1971,6.8
YR,T,Y77,PT,1971,6.3
YR,T,Y78,PT,1971,6.0
YR,T,Y79,PT,1971,5.6
YR,T,Y8,PT,1971,63.6
YR,T,Y80,PT,1971,5.2
YR,T,Y81,PT,1971,4.9
YR,T,Y82,PT,1971,4.5
YR,T,Y83,PT,1971,4.3
YR,T,Y84,PT,1971,4.1
YR,T,Y9,PT,1971,62.6
YR,T,Y_GE85,PT,1971,4.0
YR,T,Y_LT1,PT,1971,66.4
YR,F,Y1,PT,1970,72.9
YR,F,Y10,PT,1970,65.2
YR,F,Y11,PT,1970,64.2
YR,F,Y12,PT,1970,63.2
YR,F,Y13,PT,1970,62.3
YR,F,Y14,PT,1970,61.3
YR,F,Y15,PT,1970,60.3
YR,F,Y16,PT,1970,59.3
YR,F,Y17,PT,1970,58.4
YR,F,Y18,PT,1970,57.4
YR,F,Y19,PT,1970,56.4
YR,F,Y2,PT,1970,72.5
YR,F,Y20,PT,1970,55.5
YR,F,Y21,PT,1970,54.5
YR,F,Y22,PT,1970,53.5
YR,F,Y23,PT,1970,52.6
YR,F,Y24,PT,1970,51.6
YR,F,Y25,PT,1970,50.7
YR,F,Y26,PT,1970,49.7
YR,F,Y27,PT,1970,48.7
YR,F,Y28,PT,1970,47.8
YR,F,Y29,PT,1970,46.8
YR,F,Y3,PT,1970,71.7
YR,F,Y30,PT,1970,45.9
YR,F,Y31,PT,1970,44.9
YR,F,Y32,PT,1970,44.0
YR,F,Y33,PT,1970,43.0
YR,F,Y34,PT,1970,42.1
YR,F,Y35,PT,1970,41.1
YR,F,Y36,PT,1970,40.2
YR,F,Y37,PT,1970,39.2
YR,F,Y38,PT,1970,38.3
YR,F,Y39,PT,1970,37.3
YR,F,Y4,PT,1970,70.8
YR,F,Y40,PT,1970,36.4
YR,F,Y41,PT,1970,35.5
YR,F,Y42,PT,1970,34.5
YR,F,Y43,PT,1970,33.6
YR,F,Y44,PT,1970,32.7
YR,F,Y45,PT,1970,31.8
YR,F,Y46,PT,1970,30.9
YR,F,Y47,PT,1970,30.0
YR,F,Y48,PT,1970,29.1
YR,F,Y49,PT,1970,28.2
YR,F,Y5,PT,1970,69.9
YR,F,Y50,PT,1970,27.3
YR,F,Y51,PT,1970,26.4
YR,F,Y52,PT,1970,25.5
YR,F,Y53,PT,1970,24.6
YR,F,Y54,PT,1970,23.7
YR,F,Y55,PT,1970,22.9
YR,F,Y56,PT,1970,22.0
YR,F,Y57,PT,1970,21.1
YR,F,Y58,PT,1970,20.3
YR,F,Y59,PT,1970,19.4
YR,F,Y6,PT,1970,69.0
YR,F,Y60,PT,1970,18.6
YR,F,Y61,PT,1970,17.8
YR,F,Y62,PT,1970,17.0
YR,F,Y63,PT,1970,16.2
YR,F,Y64,PT,1970,15.4
YR,F,Y65,PT,1970,14.6
YR,F,Y66,PT,1970,13.8
YR,F,Y67,PT,1970,13.1
YR,F,Y68,PT,1970,12.4
YR,F,Y69,PT,1970,11.7
YR,F,Y7,PT,1970,68.1
YR,F,Y70,PT,1970,11.0
YR,F,Y71,PT,1970,10.3
YR,F,Y72,PT,1970,9.7
YR,F,Y73,PT,1970,9.1
YR,F,Y74,PT,1970,8.6
YR,F,Y75,PT,1970,8.0
YR,F,Y76,PT,1970,7.5
YR,F,Y77,PT,1970,7.0
YR,F,Y78,PT,1970,6.5
YR,F,Y79,PT,1970,6.1
YR,F,Y8,PT,1970,67.1
YR,F,Y80,PT,1970,5.7
YR,F,Y81,PT,1970,5.2
YR,F,Y82,PT,1970,4.9
YR,F,Y83,PT,1970,4.7
YR,F,Y84,PT,1970,4.4
YR,F,Y9,PT,1970,66.1
YR,F,Y_GE85,PT,1970,4.1
YR,F,Y_LT1,PT,1970,69.7
YR,M,Y1,PT,1970,67.2
YR,M,Y10,PT,1970,59.5
YR,M,Y11,PT,1970,58.5
YR,M,Y12,PT,1970,57.6
YR,M,Y13,PT,1970,56.6
YR,M,Y14,PT,1970,55.7
YR,M,Y15,PT,1970,54.7
YR,M,Y16,PT,1970,53.8
YR,M,Y17,PT,1970,52.8
YR,M,Y18,PT,1970,51.9
YR,M,Y19,PT,1970,51.0
YR,M,Y2,PT,1970,66.8
YR,M,Y20,PT,1970,50.1
YR,M,Y21,PT,1970,49.1
YR,M,Y22,PT,1970,48.2
YR,M,Y23,PT,1970,47.3
YR,M,Y24,PT,1970,46.4
YR,M,Y25,PT,1970,45.5
YR,M,Y26,PT,1970,44.5
YR,M,Y27,PT,1970,43.6
YR,M,Y28,PT,1970,42.7
YR,M,Y29,PT,1970,41.8
YR,M,Y3,PT,1970,66.0
YR,M,Y30,PT,1970,40.8
YR,M,Y31,PT,1970,39.9
YR,M,Y32,PT,1970,39.0
YR,M,Y33,PT,1970,38.1
YR,M,Y34,PT,1970,37.2
YR,M,Y35,PT,1970,36.3
YR,M,Y36,PT,1970,35.4
YR,M,Y37,PT,1970,34.4
YR,M,Y38,PT,1970,33.6
YR,M,Y39,PT,1970,32.7
YR,M,Y4,PT,1970,65.1
YR,M,Y40,PT,1970,31.8
YR,M,Y41,PT,1970,30.9
YR,M,Y42,PT,1970,30.0
YR,M,Y43,PT,1970,29.2
YR,M,Y44,PT,1970,28.3
YR,M,Y45,PT,1970,27.4
YR,M,Y46,PT,1970,26.6
YR,M,Y47,PT,1970,25.8
YR,M,Y48,PT,1970,24.9
YR,M,Y49,PT,1970,24.1
YR,M,Y5,PT,1970,64.2
YR,M,Y50,PT,1970,23.2
YR,M,Y51,PT,1970,22.4
YR,M,Y52,PT,1970,21.6
YR,M,Y53,PT,1970,20.8
YR,M,Y54,PT,1970,20.0
YR,M,Y55,PT,1970,19.3
YR,M,Y56,PT,1970,18.5
YR,M,Y57,PT,1970,17.7
YR,M,Y58,PT,1970,17.0
YR,M,Y59,PT,1970,16.3
YR,M,Y6,PT,1970,63.3
YR,M,Y60,PT,1970,15.5
YR,M,Y61,PT,1970,14.8
YR,M,Y62,PT,1970,14.1
YR,M,Y63,PT,1970,13.4
YR,M,Y64,PT,1970,12.8
YR,M,Y65,PT,1970,12.2
YR,M,Y66,PT,1970,11.5
YR,M,Y67,PT,1970,10.9
YR,M,Y68,PT,1970,10.3
YR,M,Y69,PT,1970,9.7
YR,M,Y7,PT,1970,62.3
YR,M,Y70,PT,1970,9.2
YR,M,Y71,PT,1970,8.6
YR,M,Y72,PT,1970,8.2
YR,M,Y73,PT,1970,7.7
YR,M,Y74,PT,1970,7.3
YR,M,Y75,PT,1970,6.8
YR,M,Y76,PT,1970,6.4
YR,M,Y77,PT,1970,5.9
YR,M,Y78,PT,1970,5.6
YR,M,Y79,PT,1970,5.2
YR,M,Y8,PT,1970,61.4
YR,M,Y80,PT,1970,4.8
YR,M,Y81,PT,1970,4.5
YR,M,Y82,PT,1970,4.2
YR,M,Y83,PT,1970,4.0
YR,M,Y84,PT,1970,3.8
YR,M,Y9,PT,1970,60.5
YR,M,Y_GE85,PT,1970,3.6
YR,M,Y_LT1,PT,1970,63.6
YR,T,Y1,PT,1970,70.2
YR,T,Y10,PT,1970,62.4
YR,T,Y11,PT,1970,61.5
YR,T,Y12,PT,1970,60.5
YR,T,Y13,PT,1970,59.5
YR,T,Y14,PT,1970,58.6
YR,T,Y15,PT,1970,57.6
YR,T,Y16,PT,1970,56.7
YR,T,Y17,PT,1970,55.7
YR,T,Y18,PT,1970,54.7
YR,T,Y19,PT,1970,53.8
YR,T,Y2,PT,1970,69.7
YR,T,Y20,PT,1970,52.9
YR,T,Y21,PT,1970,51.9
YR,T,Y22,PT,1970,51.0
YR,T,Y23,PT,1970,50.0
YR,T,Y24,PT,1970,49.1
YR,T,Y25,PT,1970,48.2
YR,T,Y26,PT,1970,47.2
YR,T,Y27,PT,1970,46.3
YR,T,Y28,PT,1970,45.4
YR,T,Y29,PT,1970,44.4
YR,T,Y3,PT,1970,68.9
YR,T,Y30,PT,1970,43.5
YR,T,Y31,PT,1970,42.5
YR,T,Y32,PT,1970,41.6
YR,T,Y33,PT,1970,40.7
YR,T,Y34,PT,1970,39.7
YR,T,Y35,PT,1970,38.8
YR,T,Y36,PT,1970,37.9
YR,T,Y37,PT,1970,36.9
YR,T,Y38,PT,1970,36.0
YR,T,Y39,PT,1970,35.1
YR,T,Y4,PT,1970,68.1
YR,T,Y40,PT,1970,34.2
YR,T,Y41,PT,1970,33.3
YR,T,Y42,PT,1970,32.4
YR,T,Y43,PT,1970,31.5
YR,T,Y44,PT,1970,30.6
YR,T,Y45,PT,1970,29.7
YR,T,Y46,PT,1970,28.8
YR,T,Y47,PT,1970,28.0
YR,T,Y48,PT,1970,27.1
YR,T,Y49,PT,1970,26.2
YR,T,Y5,PT,1970,67.2
YR,T,Y50,PT,1970,25.4
YR,T,Y51,PT,1970,24.5
YR,T,Y52,PT,1970,23.7
YR,T,Y53,PT,1970,22.8
YR,T,Y54,PT,1970,22.0
YR,T,Y55,PT,1970,21.2
YR,T,Y56,PT,1970,20.4
YR,T,Y57,PT,1970,19.6
YR,T,Y58,PT,1970,18.8
YR,T,Y59,PT,1970,18.0
YR,T,Y6,PT,1970,66.2
YR,T,Y60,PT,1970,17.2
YR,T,Y61,PT,1970,16.4
YR,T,Y62,PT,1970,15.7
YR,T,Y63,PT,1970,15.0
YR,T,Y64,PT,1970,14.3
YR,T,Y65,PT,1970,13.6
YR,T,Y66,PT,1970,12.8
YR,T,Y67,PT,1970,12.1
YR,T,Y68,PT,1970,11.5
YR,T,Y69,PT,1970,10.9
YR,T,Y7,PT,1970,65.3
YR,T,Y70,PT,1970,10.2
YR,T,Y71,PT,1970,9.6
YR,T,Y72,PT,1970,9.1
YR,T,Y73,PT,1970,8.5
YR,T,Y74,PT,1970,8.0
YR,T,Y75,PT,1970,7.5
YR,T,Y76,PT,1970,7.1
YR,T,Y77,PT,1970,6.6
YR,T,Y78,PT,1970,6.2
YR,T,Y79,PT,1970,5.8
YR,T,Y8,PT,1970,64.3
YR,T,Y80,PT,1970,5.4
YR,T,Y81,PT,1970,5.0
YR,T,Y82,PT,1970,4.7
YR,T,Y83,PT,1970,4.4
YR,T,Y84,PT,1970,4.2
YR,T,Y9,PT,1970,63.4
YR,T,Y_GE85,PT,1970,3.9
YR,T,Y_LT1,PT,1970,66.7
YR,F,Y1,PT,1969,72.0
YR,F,Y10,PT,1969,64.1
YR,F,Y11,PT,1969,63.1
YR,F,Y12,PT,1969,62.2
YR,F,Y13,PT,1969,61.2
YR,F,Y14,PT,1969,60.2
YR,F,Y15,PT,1969,59.2
YR,F,Y16,PT,1969,58.3
YR,F,Y17,PT,1969,57.3
YR,F,Y18,PT,1969,56.3
YR,F,Y19,PT,1969,55.4
YR,F,Y2,PT,1969,71.5
YR,F,Y20,PT,1969,54.4
YR,F,Y21,PT,1969,53.4
YR,F,Y22,PT,1969,52.5
YR,F,Y23,PT,1969,51.5
YR,F,Y24,PT,1969,50.5
YR,F,Y25,PT,1969,49.6
YR,F,Y26,PT,1969,48.6
YR,F,Y27,PT,1969,47.7
YR,F,Y28,PT,1969,46.7
YR,F,Y29,PT,1969,45.8
YR,F,Y3,PT,1969,70.7
YR,F,Y30,PT,1969,44.8
YR,F,Y31,PT,1969,43.9
YR,F,Y32,PT,1969,42.9
YR,F,Y33,PT,1969,42.0
YR,F,Y34,PT,1969,41.0
YR,F,Y35,PT,1969,40.1
YR,F,Y36,PT,1969,39.2
YR,F,Y37,PT,1969,38.2
YR,F,Y38,PT,1969,37.3
YR,F,Y39,PT,1969,36.3
YR,F,Y4,PT,1969,69.8
YR,F,Y40,PT,1969,35.4
YR,F,Y41,PT,1969,34.5
YR,F,Y42,PT,1969,33.6
YR,F,Y43,PT,1969,32.7
YR,F,Y44,PT,1969,31.7
YR,F,Y45,PT,1969,30.8
YR,F,Y46,PT,1969,29.9
YR,F,Y47,PT,1969,29.0
YR,F,Y48,PT,1969,28.1
YR,F,Y49,PT,1969,27.2
YR,F,Y5,PT,1969,68.9
YR,F,Y50,PT,1969,26.3
YR,F,Y51,PT,1969,25.4
YR,F,Y52,PT,1969,24.6
YR,F,Y53,PT,1969,23.7
YR,F,Y54,PT,1969,22.8
YR,F,Y55,PT,1969,22.0
YR,F,Y56,PT,1969,21.1
YR,F,Y57,PT,1969,20.3
YR,F,Y58,PT,1969,19.4
YR,F,Y59,PT,1969,18.6
YR,F,Y6,PT,1969,68.0
YR,F,Y60,PT,1969,17.8
YR,F,Y61,PT,1969,17.0
YR,F,Y62,PT,1969,16.2
YR,F,Y63,PT,1969,15.4
YR,F,Y64,PT,1969,14.6
YR,F,Y65,PT,1969,13.8
YR,F,Y66,PT,1969,13.1
YR,F,Y67,PT,1969,12.4
YR,F,Y68,PT,1969,11.7
YR,F,Y69,PT,1969,11.0
YR,F,Y7,PT,1969,67.0
YR,F,Y70,PT,1969,10.3
YR,F,Y71,PT,1969,9.7
YR,F,Y72,PT,1969,9.1
YR,F,Y73,PT,1969,8.5
YR,F,Y74,PT,1969,8.0
YR,F,Y75,PT,1969,7.4
YR,F,Y76,PT,1969,6.9
YR,F,Y77,PT,1969,6.5
YR,F,Y78,PT,1969,6.0
YR,F,Y79,PT,1969,5.6
YR,F,Y8,PT,1969,66.0
YR,F,Y80,PT,1969,5.1
YR,F,Y81,PT,1969,4.8
YR,F,Y82,PT,1969,4.5
YR,F,Y83,PT,1969,4.2
YR,F,Y84,PT,1969,3.8
YR,F,Y9,PT,1969,65.1
YR,F,Y_GE85,PT,1969,3.5
YR,F,Y_LT1,PT,1969,69.0
YR,M,Y1,PT,1969,66.1
YR,M,Y10,PT,1969,58.3
YR,M,Y11,PT,1969,57.3
YR,M,Y12,PT,1969,56.4
YR,M,Y13,PT,1969,55.4
YR,M,Y14,PT,1969,54.5
YR,M,Y15,PT,1969,53.5
YR,M,Y16,PT,1969,52.6
YR,M,Y17,PT,1969,51.6
YR,M,Y18,PT,1969,50.7
YR,M,Y19,PT,1969,49.8
YR,M,Y2,PT,1969,65.6
YR,M,Y20,PT,1969,48.9
YR,M,Y21,PT,1969,48.0
YR,M,Y22,PT,1969,47.0
YR,M,Y23,PT,1969,46.1
YR,M,Y24,PT,1969,45.2
YR,M,Y25,PT,1969,44.2
YR,M,Y26,PT,1969,43.3
YR,M,Y27,PT,1969,42.4
YR,M,Y28,PT,1969,41.5
YR,M,Y29,PT,1969,40.6
YR,M,Y3,PT,1969,64.8
YR,M,Y30,PT,1969,39.6
YR,M,Y31,PT,1969,38.7
YR,M,Y32,PT,1969,37.8
YR,M,Y33,PT,1969,36.9
YR,M,Y34,PT,1969,36.0
YR,M,Y35,PT,1969,35.1
YR,M,Y36,PT,1969,34.2
YR,M,Y37,PT,1969,33.3
YR,M,Y38,PT,1969,32.4
YR,M,Y39,PT,1969,31.5
YR,M,Y4,PT,1969,63.9
YR,M,Y40,PT,1969,30.6
YR,M,Y41,PT,1969,29.8
YR,M,Y42,PT,1969,28.9
YR,M,Y43,PT,1969,28.0
YR,M,Y44,PT,1969,27.2
YR,M,Y45,PT,1969,26.3
YR,M,Y46,PT,1969,25.5
YR,M,Y47,PT,1969,24.6
YR,M,Y48,PT,1969,23.8
YR,M,Y49,PT,1969,23.0
YR,M,Y5,PT,1969,63.0
YR,M,Y50,PT,1969,22.2
YR,M,Y51,PT,1969,21.4
YR,M,Y52,PT,1969,20.6
YR,M,Y53,PT,1969,19.8
YR,M,Y54,PT,1969,19.0
YR,M,Y55,PT,1969,18.3
YR,M,Y56,PT,1969,17.5
YR,M,Y57,PT,1969,16.8
YR,M,Y58,PT,1969,16.0
YR,M,Y59,PT,1969,15.3
YR,M,Y6,PT,1969,62.1
YR,M,Y60,PT,1969,14.6
YR,M,Y61,PT,1969,14.0
YR,M,Y62,PT,1969,13.3
YR,M,Y63,PT,1969,12.6
YR,M,Y64,PT,1969,12.0
YR,M,Y65,PT,1969,11.3
YR,M,Y66,PT,1969,10.7
YR,M,Y67,PT,1969,10.1
YR,M,Y68,PT,1969,9.6
YR,M,Y69,PT,1969,9.0
YR,M,Y7,PT,1969,61.2
YR,M,Y70,PT,1969,8.4
YR,M,Y71,PT,1969,8.0
YR,M,Y72,PT,1969,7.5
YR,M,Y73,PT,1969,7.1
YR,M,Y74,PT,1969,6.6
YR,M,Y75,PT,1969,6.1
YR,M,Y76,PT,1969,5.7
YR,M,Y77,PT,1969,5.3
YR,M,Y78,PT,1969,4.9
YR,M,Y79,PT,1969,4.5
YR,M,Y8,PT,1969,60.2
YR,M,Y80,PT,1969,4.1
YR,M,Y81,PT,1969,3.8
YR,M,Y82,PT,1969,3.4
YR,M,Y83,PT,1969,3.2
YR,M,Y84,PT,1969,2.8
YR,M,Y9,PT,1969,59.3
YR,M,Y_GE85,PT,1969,2.4
YR,M,Y_LT1,PT,1969,62.8
YR,T,Y1,PT,1969,69.1
YR,T,Y10,PT,1969,61.3
YR,T,Y11,PT,1969,60.3
YR,T,Y12,PT,1969,59.3
YR,T,Y13,PT,1969,58.4
YR,T,Y14,PT,1969,57.4
YR,T,Y15,PT,1969,56.4
YR,T,Y16,PT,1969,55.5
YR,T,Y17,PT,1969,54.5
YR,T,Y18,PT,1969,53.6
YR,T,Y19,PT,1969,52.7
YR,T,Y2,PT,1969,68.6
YR,T,Y20,PT,1969,51.7
YR,T,Y21,PT,1969,50.8
YR,T,Y22,PT,1969,49.8
YR,T,Y23,PT,1969,48.9
YR,T,Y24,PT,1969,47.9
YR,T,Y25,PT,1969,47.0
YR,T,Y26,PT,1969,46.1
YR,T,Y27,PT,1969,45.1
YR,T,Y28,PT,1969,44.2
YR,T,Y29,PT,1969,43.2
YR,T,Y3,PT,1969,67.8
YR,T,Y30,PT,1969,42.3
YR,T,Y31,PT,1969,41.4
YR,T,Y32,PT,1969,40.4
YR,T,Y33,PT,1969,39.5
YR,T,Y34,PT,1969,38.6
YR,T,Y35,PT,1969,37.7
YR,T,Y36,PT,1969,36.8
YR,T,Y37,PT,1969,35.9
YR,T,Y38,PT,1969,34.9
YR,T,Y39,PT,1969,34.0
YR,T,Y4,PT,1969,66.9
YR,T,Y40,PT,1969,33.1
YR,T,Y41,PT,1969,32.2
YR,T,Y42,PT,1969,31.3
YR,T,Y43,PT,1969,30.4
YR,T,Y44,PT,1969,29.5
YR,T,Y45,PT,1969,28.7
YR,T,Y46,PT,1969,27.8
YR,T,Y47,PT,1969,26.9
YR,T,Y48,PT,1969,26.1
YR,T,Y49,PT,1969,25.2
YR,T,Y5,PT,1969,66.0
YR,T,Y50,PT,1969,24.4
YR,T,Y51,PT,1969,23.5
YR,T,Y52,PT,1969,22.7
YR,T,Y53,PT,1969,21.9
YR,T,Y54,PT,1969,21.0
YR,T,Y55,PT,1969,20.2
YR,T,Y56,PT,1969,19.4
YR,T,Y57,PT,1969,18.7
YR,T,Y58,PT,1969,17.9
YR,T,Y59,PT,1969,17.1
YR,T,Y6,PT,1969,65.1
YR,T,Y60,PT,1969,16.3
YR,T,Y61,PT,1969,15.6
YR,T,Y62,PT,1969,14.9
YR,T,Y63,PT,1969,14.2
YR,T,Y64,PT,1969,13.4
YR,T,Y65,PT,1969,12.7
YR,T,Y66,PT,1969,12.1
YR,T,Y67,PT,1969,11.4
YR,T,Y68,PT,1969,10.8
YR,T,Y69,PT,1969,10.1
YR,T,Y7,PT,1969,64.1
YR,T,Y70,PT,1969,9.5
YR,T,Y71,PT,1969,9.0
YR,T,Y72,PT,1969,8.4
YR,T,Y73,PT,1969,7.9
YR,T,Y74,PT,1969,7.4
YR,T,Y75,PT,1969,6.9
YR,T,Y76,PT,1969,6.5
YR,T,Y77,PT,1969,6.0
YR,T,Y78,PT,1969,5.6
YR,T,Y79,PT,1969,5.2
YR,T,Y8,PT,1969,63.2
YR,T,Y80,PT,1969,4.8
YR,T,Y81,PT,1969,4.5
YR,T,Y82,PT,1969,4.1
YR,T,Y83,PT,1969,3.8
YR,T,Y84,PT,1969,3.5
YR,T,Y9,PT,1969,62.2
YR,T,Y_GE85,PT,1969,3.1
YR,T,Y_LT1,PT,1969,66.0
YR,F,Y1,PT,1968,72.6
YR,F,Y10,PT,1968,64.8
YR,F,Y11,PT,1968,63.9
YR,F,Y12,PT,1968,62.9
YR,F,Y13,PT,1968,61.9
YR,F,Y14,PT,1968,61.0
YR,F,Y15,PT,1968,60.0
YR,F,Y16,PT,1968,59.0
YR,F,Y17,PT,1968,58.0
YR,F,Y18,PT,1968,57.1
YR,F,Y19,PT,1968,56.1
YR,F,Y2,PT,1968,72.1
YR,F,Y20,PT,1968,55.1
YR,F,Y21,PT,1968,54.2
YR,F,Y22,PT,1968,53.2
YR,F,Y23,PT,1968,52.3
YR,F,Y24,PT,1968,51.3
YR,F,Y25,PT,1968,50.3
YR,F,Y26,PT,1968,49.4
YR,F,Y27,PT,1968,48.4
YR,F,Y28,PT,1968,47.5
YR,F,Y29,PT,1968,46.5
YR,F,Y3,PT,1968,71.4
YR,F,Y30,PT,1968,45.5
YR,F,Y31,PT,1968,44.6
YR,F,Y32,PT,1968,43.6
YR,F,Y33,PT,1968,42.7
YR,F,Y34,PT,1968,41.7
YR,F,Y35,PT,1968,40.8
YR,F,Y36,PT,1968,39.9
YR,F,Y37,PT,1968,38.9
YR,F,Y38,PT,1968,38.0
YR,F,Y39,PT,1968,37.0
YR,F,Y4,PT,1968,70.5
YR,F,Y40,PT,1968,36.1
YR,F,Y41,PT,1968,35.2
YR,F,Y42,PT,1968,34.3
YR,F,Y43,PT,1968,33.3
YR,F,Y44,PT,1968,32.4
YR,F,Y45,PT,1968,31.5
YR,F,Y46,PT,1968,30.6
YR,F,Y47,PT,1968,29.7
YR,F,Y48,PT,1968,28.8
YR,F,Y49,PT,1968,27.9
YR,F,Y5,PT,1968,69.6
YR,F,Y50,PT,1968,27.0
YR,F,Y51,PT,1968,26.1
YR,F,Y52,PT,1968,25.2
YR,F,Y53,PT,1968,24.3
YR,F,Y54,PT,1968,23.5
YR,F,Y55,PT,1968,22.6
YR,F,Y56,PT,1968,21.8
YR,F,Y57,PT,1968,20.9
YR,F,Y58,PT,1968,20.1
YR,F,Y59,PT,1968,19.2
YR,F,Y6,PT,1968,68.7
YR,F,Y60,PT,1968,18.4
YR,F,Y61,PT,1968,17.6
YR,F,Y62,PT,1968,16.8
YR,F,Y63,PT,1968,16.0
YR,F,Y64,PT,1968,15.2
YR,F,Y65,PT,1968,14.5
YR,F,Y66,PT,1968,13.7
YR,F,Y67,PT,1968,13.0
YR,F,Y68,PT,1968,12.2
YR,F,Y69,PT,1968,11.5
YR,F,Y7,PT,1968,67.7
YR,F,Y70,PT,1968,10.9
YR,F,Y71,PT,1968,10.2
YR,F,Y72,PT,1968,9.6
YR,F,Y73,PT,1968,9.0
YR,F,Y74,PT,1968,8.4
YR,F,Y75,PT,1968,7.9
YR,F,Y76,PT,1968,7.4
YR,F,Y77,PT,1968,6.9
YR,F,Y78,PT,1968,6.3
YR,F,Y79,PT,1968,5.9
YR,F,Y8,PT,1968,66.8
YR,F,Y80,PT,1968,5.5
YR,F,Y81,PT,1968,5.1
YR,F,Y82,PT,1968,4.7
YR,F,Y83,PT,1968,4.4
YR,F,Y84,PT,1968,4.0
YR,F,Y9,PT,1968,65.8
YR,F,Y_GE85,PT,1968,3.7
YR,F,Y_LT1,PT,1968,69.4
YR,M,Y1,PT,1968,66.8
YR,M,Y10,PT,1968,59.2
YR,M,Y11,PT,1968,58.2
YR,M,Y12,PT,1968,57.2
YR,M,Y13,PT,1968,56.3
YR,M,Y14,PT,1968,55.3
YR,M,Y15,PT,1968,54.4
YR,M,Y16,PT,1968,53.4
YR,M,Y17,PT,1968,52.5
YR,M,Y18,PT,1968,51.5
YR,M,Y19,PT,1968,50.6
YR,M,Y2,PT,1968,66.4
YR,M,Y20,PT,1968,49.7
YR,M,Y21,PT,1968,48.8
YR,M,Y22,PT,1968,47.9
YR,M,Y23,PT,1968,46.9
YR,M,Y24,PT,1968,46.0
YR,M,Y25,PT,1968,45.1
YR,M,Y26,PT,1968,44.1
YR,M,Y27,PT,1968,43.2
YR,M,Y28,PT,1968,42.3
YR,M,Y29,PT,1968,41.4
YR,M,Y3,PT,1968,65.6
YR,M,Y30,PT,1968,40.5
YR,M,Y31,PT,1968,39.6
YR,M,Y32,PT,1968,38.7
YR,M,Y33,PT,1968,37.7
YR,M,Y34,PT,1968,36.8
YR,M,Y35,PT,1968,35.9
YR,M,Y36,PT,1968,35.0
YR,M,Y37,PT,1968,34.1
YR,M,Y38,PT,1968,33.2
YR,M,Y39,PT,1968,32.4
